TOP.60be4ee9.000a3f39	START
TOP.60c3d3b7.000b66ed	user_options->backend_vector_width	0
TOP.60c3d3b7.000b66ed	user_options->optimized_kernel_enable	0
TOP.60c3d3b7.000b66ed	user_options->outfile_autohex	1
TOP.60c3d3b7.000b66ed	user_options->outfile_check_timer	5
TOP.60c3d3b7.000b66ed	user_options->outfile_format	3
TOP.60c3d3b7.000b66ed	user_options->wordlist_autohex_disable	0
TOP.60c3d3b7.000b66ed	user_options->potfile_disable	0
TOP.60c3d3b7.000b66ed	user_options->progress_only	0
TOP.60c3d3b7.000b66ed	user_options->quiet	0
TOP.60c3d3b7.000b66ed	user_options->remove	0
TOP.60c3d3b7.000b66ed	user_options->remove_timer	60
TOP.60c3d3b7.000b66ed	user_options->restore	0
TOP.60c3d3b7.000b66ed	user_options->restore_disable	0
TOP.60c3d3b7.000b66ed	user_options->restore_timer	60
TOP.60c3d3b7.000b66ed	user_options->rp_files_cnt	0
TOP.60c3d3b7.000b66ed	user_options->rp_gen	0
TOP.60c3d3b7.000b66ed	user_options->rp_gen_func_max	4
TOP.60c3d3b7.000b66ed	user_options->rp_gen_func_min	1
TOP.60c3d3b7.000b66ed	user_options->rp_gen_seed	0
TOP.60c3d3b7.000b66ed	user_options->runtime	0
TOP.60c3d3b7.000b66ed	user_options->scrypt_tmto	0
TOP.60c3d3b7.000b66ed	user_options->segment_size	33554432
TOP.60c3d3b7.000b66ed	user_options->self_test_disable	0
TOP.60c3d3b7.000b66ed	user_options->slow_candidates	0
TOP.60c3d3b7.000b66ed	user_options->show	0
TOP.60c3d3b7.000b66ed	user_options->speed_only	0
TOP.60c3d3b7.000b66ed	user_options->spin_damp	0
TOP.60c3d3b7.000b66ed	user_options->status	0
TOP.60c3d3b7.000b66ed	user_options->status_json	0
TOP.60c3d3b7.000b66ed	user_options->status_timer	10
TOP.60c3d3b7.000b66ed	user_options->stdout_flag	0
TOP.60c3d3b7.000b66ed	user_options->usage	0
TOP.60c3d3b7.000b66ed	user_options->username	0
TOP.60c3d3b7.000b66ed	user_options->veracrypt_pim_start	485
TOP.60c3d3b7.000b66ed	user_options->veracrypt_pim_stop	485
TOP.60c3d3b7.000b66ed	user_options->version	0
TOP.60c3d3b7.000b66ed	user_options->workload_profile	2
TOP.60c3d3b7.000b66ed	user_options->brain_client	0
TOP.60c3d3b7.000b66ed	user_options->brain_client_features	2
TOP.60c3d3b7.000b66ed	user_options->brain_server	0
TOP.60c3d3b7.000b66ed	user_options->brain_server_timer	300
TOP.60c3d3b7.000b66ed	user_options->brain_port	6863
TOP.60c3d3b7.000b66ed	user_options->brain_session	0
TOP.60c3d3b7.000b66ed	hashes->hashfile	c:\Users\Nico\Desktop\Tarea4-Cripto\hashes\archivo_5
TOP.60c3d3b7.000b66ed	hashes->hashlist_mode	5
TOP.60c3d3b7.000b66ed	hashes->hashlist_format	0
TOP.60c3d3b7.000b66ed	hashes->hashes_cnt	0
TOP.60c3d3b7.000b66ed	hashes->digests_cnt	20
TOP.60c3d3b7.000b66ed	hashes->digests_done	0
TOP.60c3d3b7.000b66ed	hashes->salts_cnt	20
TOP.60c3d3b7.000b66ed	hashes->salts_done	0
TOP.60c3d3b7.000b66ed	SUB.60c3d3b8.0001eb29	START
TOP.60c3d3b7.000b66ed	SUB.60c3d3b8.0001eb29	straight_ctx->dict	c:\Users\Nico\Desktop\Tarea4-Cripto\diccionario\diccionario_1.dict
TOP.60c3d3b7.000b66ed	SUB.60c3d3b8.0001eb29	runtime_start	1623446456
TOP.60c3d3b7.000b66ed	SUB.60c3d3b8.0001eb29	runtime_stop	1623446471
TOP.60c3d3b7.000b66ed	SUB.60c3d3b8.0001eb29	status-after-work	5
TOP.60c3d3b7.000b66ed	SUB.60c3d3b8.0001eb29	STOP
TOP.60c3d3b7.000b66ed	SUB.60c3d3c7.0000bc0e	START
TOP.60c3d3b7.000b66ed	SUB.60c3d3c7.0000bc0e	straight_ctx->dict	c:\Users\Nico\Desktop\Tarea4-Cripto\diccionario\diccionario_2.dict
TOP.60c3d3b7.000b66ed	SUB.60c3d3c7.0000bc0e	runtime_start	1623446471
TOP.60c3d3b7.000b66ed	SUB.60c3d3c7.0000bc0e	runtime_stop	1623446651
TOP.60c3d3b7.000b66ed	SUB.60c3d3c7.0000bc0e	status-after-work	6
TOP.60c3d3b7.000b66ed	SUB.60c3d3c7.0000bc0e	STOP
TOP.60c3d3b7.000b66ed	proc_start	1623446455
TOP.60c3d3b7.000b66ed	proc_stop	1623446652
TOP.60c3d3b7.000b66ed	STOP
TOP.60c3f732.0003fe52	START
TOP.60c3f732.0003fe52	folder_config->cwd	C:\Users\Nico\Desktop\Tarea4-Cripto\hashcat-6.2.1
TOP.60c3f732.0003fe52	folder_config->install_dir	.
TOP.60c3f732.0003fe52	folder_config->profile_dir	.
TOP.60c3f732.0003fe52	folder_config->session_dir	.
TOP.60c3f732.0003fe52	folder_config->shared_dir	.
TOP.60c3f732.0003fe52	user_options->separator	:
TOP.60c3f732.0003fe52	user_options->encoding_from	utf-8
TOP.60c3f732.0003fe52	user_options->encoding_to	utf-8
TOP.60c3f732.0003fe52	user_options->outfile	C:\Users\Nico\Desktop\Tarea4-Cripto\outputCrackedHash\output1.txt
TOP.60c3f732.0003fe52	user_options->rule_buf_l	:
TOP.60c3f732.0003fe52	user_options->rule_buf_r	:
TOP.60c3f732.0003fe52	user_options->session	hashcat
TOP.60c3f732.0003fe52	user_options->limit	0
TOP.60c3f732.0003fe52	user_options->skip	0
TOP.60c3f732.0003fe52	user_options->attack_mode	0
TOP.60c3f732.0003fe52	user_options->benchmark	0
TOP.60c3f732.0003fe52	user_options->benchmark_all	0
TOP.60c3f732.0003fe52	user_options->bitmap_max	18
TOP.60c3f732.0003fe52	user_options->bitmap_min	16
TOP.60c3f732.0003fe52	user_options->debug_mode	0
TOP.60c3f732.0003fe52	user_options->hash_info	0
TOP.60c3f732.0003fe52	user_options->force	1
TOP.60c3f732.0003fe52	user_options->hwmon_disable	0
TOP.60c3f732.0003fe52	user_options->hwmon_temp_abort	90
TOP.60c3f732.0003fe52	user_options->hash_mode	0
TOP.60c3f732.0003fe52	user_options->hex_charset	0
TOP.60c3f732.0003fe52	user_options->hex_salt	0
TOP.60c3f732.0003fe52	user_options->hex_wordlist	0
TOP.60c3f732.0003fe52	user_options->hook_threads	8
TOP.60c3f732.0003fe52	user_options->increment	0
TOP.60c3f732.0003fe52	user_options->increment_max	256
TOP.60c3f732.0003fe52	user_options->increment_min	1
TOP.60c3f732.0003fe52	user_options->keep_guessing	0
TOP.60c3f732.0003fe52	user_options->kernel_accel	0
TOP.60c3f732.0003fe52	user_options->kernel_loops	0
TOP.60c3f732.0003fe52	user_options->kernel_threads	0
TOP.60c3f732.0003fe52	user_options->keyspace	0
TOP.60c3f732.0003fe52	user_options->left	0
TOP.60c3f732.0003fe52	user_options->logfile_disable	0
TOP.60c3f732.0003fe52	user_options->loopback	0
TOP.60c3f732.0003fe52	user_options->machine_readable	0
TOP.60c3f732.0003fe52	user_options->markov_classic	0
TOP.60c3f732.0003fe52	user_options->markov_disable	0
TOP.60c3f732.0003fe52	user_options->markov_threshold	256
TOP.60c3f732.0003fe52	user_options->backend_info	0
TOP.60c3f732.0003fe52	user_options->backend_vector_width	0
TOP.60c3f732.0003fe52	user_options->optimized_kernel_enable	0
TOP.60c3f732.0003fe52	user_options->outfile_autohex	1
TOP.60c3f732.0003fe52	user_options->outfile_check_timer	5
TOP.60c3f732.0003fe52	user_options->outfile_format	3
TOP.60c3f732.0003fe52	user_options->wordlist_autohex_disable	0
TOP.60c3f732.0003fe52	user_options->potfile_disable	0
TOP.60c3f732.0003fe52	user_options->progress_only	0
TOP.60c3f732.0003fe52	user_options->quiet	0
TOP.60c3f732.0003fe52	user_options->remove	0
TOP.60c3f732.0003fe52	user_options->remove_timer	60
TOP.60c3f732.0003fe52	user_options->restore	0
TOP.60c3f732.0003fe52	user_options->restore_disable	0
TOP.60c3f732.0003fe52	user_options->restore_timer	60
TOP.60c3f732.0003fe52	user_options->rp_files_cnt	0
TOP.60c3f732.0003fe52	user_options->rp_gen	0
TOP.60c3f732.0003fe52	user_options->rp_gen_func_max	4
TOP.60c3f732.0003fe52	user_options->rp_gen_func_min	1
TOP.60c3f732.0003fe52	user_options->rp_gen_seed	0
TOP.60c3f732.0003fe52	user_options->runtime	0
TOP.60c3f732.0003fe52	user_options->scrypt_tmto	0
TOP.60c3f732.0003fe52	user_options->segment_size	33554432
TOP.60c3f732.0003fe52	user_options->self_test_disable	0
TOP.60c3f732.0003fe52	user_options->slow_candidates	0
TOP.60c3f732.0003fe52	user_options->show	0
TOP.60c3f732.0003fe52	user_options->speed_only	0
TOP.60c3f732.0003fe52	user_options->spin_damp	0
TOP.60c3f732.0003fe52	user_options->status	0
TOP.60c3f732.0003fe52	user_options->status_json	0
TOP.60c3f732.0003fe52	user_options->status_timer	10
TOP.60c3f732.0003fe52	user_options->stdout_flag	0
TOP.60c3f732.0003fe52	user_options->usage	0
TOP.60c3f732.0003fe52	user_options->username	0
TOP.60c3f732.0003fe52	user_options->veracrypt_pim_start	485
TOP.60c3f732.0003fe52	user_options->veracrypt_pim_stop	485
TOP.60c3f732.0003fe52	user_options->version	0
TOP.60c3f732.0003fe52	user_options->workload_profile	2
TOP.60c3f732.0003fe52	user_options->brain_client	0
TOP.60c3f732.0003fe52	user_options->brain_client_features	2
TOP.60c3f732.0003fe52	user_options->brain_server	0
TOP.60c3f732.0003fe52	user_options->brain_server_timer	300
TOP.60c3f732.0003fe52	user_options->brain_port	6863
TOP.60c3f732.0003fe52	user_options->brain_session	0
TOP.60c3f732.0003fe52	hashes->hashfile	c:\Users\Nico\Desktop\Tarea4-Cripto\hashes\archivo_1
TOP.60c3f732.0003fe52	hashes->hashlist_mode	5
TOP.60c3f732.0003fe52	hashes->hashlist_format	0
TOP.60c3f732.0003fe52	hashes->hashes_cnt	0
TOP.60c3f732.0003fe52	hashes->digests_cnt	1000
TOP.60c3f732.0003fe52	hashes->digests_done	0
TOP.60c3f732.0003fe52	hashes->salts_cnt	1
TOP.60c3f732.0003fe52	hashes->salts_done	0
TOP.60c3f732.0003fe52	SUB.60c3f732.000799a3	START
TOP.60c3f732.0003fe52	SUB.60c3f732.000799a3	straight_ctx->dict	c:\Users\Nico\Desktop\Tarea4-Cripto\diccionario\diccionario_1.dict
TOP.60c3f732.0003fe52	SUB.60c3f732.000799a3	runtime_start	1623455538
TOP.60c3f732.0003fe52	SUB.60c3f732.000799a3	runtime_stop	1623455539
TOP.60c3f732.0003fe52	SUB.60c3f732.000799a3	status-after-work	5
TOP.60c3f732.0003fe52	SUB.60c3f732.000799a3	STOP
TOP.60c3f732.0003fe52	SUB.60c3f733.0001f5b1	START
TOP.60c3f732.0003fe52	SUB.60c3f733.0001f5b1	straight_ctx->dict	c:\Users\Nico\Desktop\Tarea4-Cripto\diccionario\diccionario_2.dict
TOP.60c3f732.0003fe52	SUB.60c3f733.0001f5b1	runtime_start	1623455539
TOP.60c3f732.0003fe52	SUB.60c3f733.0001f5b1	runtime_stop	1623455543
TOP.60c3f732.0003fe52	SUB.60c3f733.0001f5b1	status-after-work	6
TOP.60c3f732.0003fe52	SUB.60c3f733.0001f5b1	STOP
TOP.60c3f732.0003fe52	proc_start	1623455538
TOP.60c3f732.0003fe52	proc_stop	1623455543
TOP.60c3f732.0003fe52	STOP
TOP.60c3f76d.000a2a79	START
TOP.60c3f76d.000a2a79	folder_config->cwd	C:\Users\Nico\Desktop\Tarea4-Cripto\hashcat-6.2.1
TOP.60c3f76d.000a2a79	folder_config->install_dir	.
TOP.60c3f76d.000a2a79	folder_config->profile_dir	.
TOP.60c3f76d.000a2a79	folder_config->session_dir	.
TOP.60c3f76d.000a2a79	folder_config->shared_dir	.
TOP.60c3f76d.000a2a79	user_options->separator	:
TOP.60c3f76d.000a2a79	user_options->encoding_from	utf-8
TOP.60c3f76d.000a2a79	user_options->encoding_to	utf-8
TOP.60c3f76d.000a2a79	user_options->outfile	C:\Users\Nico\Desktop\Tarea4-Cripto\outputCrackedHash\prueba1.txt
TOP.60c3f76d.000a2a79	user_options->rule_buf_l	:
TOP.60c3f76d.000a2a79	user_options->rule_buf_r	:
TOP.60c3f76d.000a2a79	user_options->session	hashcat
TOP.60c3f76d.000a2a79	user_options->limit	0
TOP.60c3f76d.000a2a79	user_options->skip	0
TOP.60c3f76d.000a2a79	user_options->attack_mode	0
TOP.60c3f76d.000a2a79	user_options->benchmark	0
TOP.60c3f76d.000a2a79	user_options->benchmark_all	0
TOP.60c3f76d.000a2a79	user_options->bitmap_max	18
TOP.60c3f76d.000a2a79	user_options->bitmap_min	16
TOP.60c3f76d.000a2a79	user_options->debug_mode	0
TOP.60c3f76d.000a2a79	user_options->hash_info	0
TOP.60c3f76d.000a2a79	user_options->force	1
TOP.60c3f76d.000a2a79	user_options->hwmon_disable	0
TOP.60c3f76d.000a2a79	user_options->hwmon_temp_abort	90
TOP.60c3f76d.000a2a79	user_options->hash_mode	0
TOP.60c3f76d.000a2a79	user_options->hex_charset	0
TOP.60c3f76d.000a2a79	user_options->hex_salt	0
TOP.60c3f76d.000a2a79	user_options->hex_wordlist	0
TOP.60c3f76d.000a2a79	user_options->hook_threads	8
TOP.60c3f76d.000a2a79	user_options->increment	0
TOP.60c3f76d.000a2a79	user_options->increment_max	256
TOP.60c3f76d.000a2a79	user_options->increment_min	1
TOP.60c3f76d.000a2a79	user_options->keep_guessing	0
TOP.60c3f76d.000a2a79	user_options->kernel_accel	0
TOP.60c3f76d.000a2a79	user_options->kernel_loops	0
TOP.60c3f76d.000a2a79	user_options->kernel_threads	0
TOP.60c3f76d.000a2a79	user_options->keyspace	0
TOP.60c3f76d.000a2a79	user_options->left	0
TOP.60c3f76d.000a2a79	user_options->logfile_disable	0
TOP.60c3f76d.000a2a79	user_options->loopback	0
TOP.60c3f76d.000a2a79	user_options->machine_readable	0
TOP.60c3f76d.000a2a79	user_options->markov_classic	0
TOP.60c3f76d.000a2a79	user_options->markov_disable	0
TOP.60c3f76d.000a2a79	user_options->markov_threshold	256
TOP.60c3f76d.000a2a79	user_options->backend_info	0
TOP.60c3f76d.000a2a79	user_options->backend_vector_width	0
TOP.60c3f76d.000a2a79	user_options->optimized_kernel_enable	0
TOP.60c3f76d.000a2a79	user_options->outfile_autohex	1
TOP.60c3f76d.000a2a79	user_options->outfile_check_timer	5
TOP.60c3f76d.000a2a79	user_options->outfile_format	3
TOP.60c3f76d.000a2a79	user_options->wordlist_autohex_disable	0
TOP.60c3f76d.000a2a79	user_options->potfile_disable	0
TOP.60c3f76d.000a2a79	user_options->progress_only	0
TOP.60c3f76d.000a2a79	user_options->quiet	0
TOP.60c3f76d.000a2a79	user_options->remove	0
TOP.60c3f76d.000a2a79	user_options->remove_timer	60
TOP.60c3f76d.000a2a79	user_options->restore	0
TOP.60c3f76d.000a2a79	user_options->restore_disable	0
TOP.60c3f76d.000a2a79	user_options->restore_timer	60
TOP.60c3f76d.000a2a79	user_options->rp_files_cnt	0
TOP.60c3f76d.000a2a79	user_options->rp_gen	0
TOP.60c3f76d.000a2a79	user_options->rp_gen_func_max	4
TOP.60c3f76d.000a2a79	user_options->rp_gen_func_min	1
TOP.60c3f76d.000a2a79	user_options->rp_gen_seed	0
TOP.60c3f76d.000a2a79	user_options->runtime	0
TOP.60c3f76d.000a2a79	user_options->scrypt_tmto	0
TOP.60c3f76d.000a2a79	user_options->segment_size	33554432
TOP.60c3f76d.000a2a79	user_options->self_test_disable	0
TOP.60c3f76d.000a2a79	user_options->slow_candidates	0
TOP.60c3f76d.000a2a79	user_options->show	0
TOP.60c3f76d.000a2a79	user_options->speed_only	0
TOP.60c3f76d.000a2a79	user_options->spin_damp	0
TOP.60c3f76d.000a2a79	user_options->status	0
TOP.60c3f76d.000a2a79	user_options->status_json	0
TOP.60c3f76d.000a2a79	user_options->status_timer	10
TOP.60c3f76d.000a2a79	user_options->stdout_flag	0
TOP.60c3f76d.000a2a79	user_options->usage	0
TOP.60c3f76d.000a2a79	user_options->username	0
TOP.60c3f76d.000a2a79	user_options->veracrypt_pim_start	485
TOP.60c3f76d.000a2a79	user_options->veracrypt_pim_stop	485
TOP.60c3f76d.000a2a79	user_options->version	0
TOP.60c3f76d.000a2a79	user_options->workload_profile	2
TOP.60c3f76d.000a2a79	user_options->brain_client	0
TOP.60c3f76d.000a2a79	user_options->brain_client_features	2
TOP.60c3f76d.000a2a79	user_options->brain_server	0
TOP.60c3f76d.000a2a79	user_options->brain_server_timer	300
TOP.60c3f76d.000a2a79	user_options->brain_port	6863
TOP.60c3f76d.000a2a79	user_options->brain_session	0
TOP.60c3f76d.000a2a79	hashes->hashfile	c:\Users\Nico\Desktop\Tarea4-Cripto\hashes\archivo_1
TOP.60c3f76d.000a2a79	hashes->hashlist_mode	5
TOP.60c3f76d.000a2a79	hashes->hashlist_format	0
TOP.60c3f76d.000a2a79	hashes->hashes_cnt	0
TOP.60c3f76d.000a2a79	hashes->digests_cnt	1000
TOP.60c3f76d.000a2a79	hashes->digests_done	0
TOP.60c3f76d.000a2a79	hashes->salts_cnt	1
TOP.60c3f76d.000a2a79	hashes->salts_done	0
TOP.60c3f76d.000a2a79	SUB.60c3f76d.000dd947	START
TOP.60c3f76d.000a2a79	SUB.60c3f76d.000dd947	straight_ctx->dict	c:\Users\Nico\Desktop\Tarea4-Cripto\diccionario\diccionario_1.dict
TOP.60c3f76d.000a2a79	SUB.60c3f76d.000dd947	runtime_start	1623455598
TOP.60c3f76d.000a2a79	SUB.60c3f76d.000dd947	runtime_stop	1623455598
TOP.60c3f76d.000a2a79	SUB.60c3f76d.000dd947	status-after-work	5
TOP.60c3f76d.000a2a79	SUB.60c3f76d.000dd947	STOP
TOP.60c3f76d.000a2a79	proc_start	1623455597
TOP.60c3f76d.000a2a79	proc_stop	1623455599
TOP.60c3f76d.000a2a79	STOP
TOP.60c3f7d6.000388c8	START
TOP.60c3f7d6.000388c8	folder_config->cwd	C:\Users\Nico\Desktop\Tarea4-Cripto\hashcat-6.2.1
TOP.60c3f7d6.000388c8	folder_config->install_dir	.
TOP.60c3f7d6.000388c8	folder_config->profile_dir	.
TOP.60c3f7d6.000388c8	folder_config->session_dir	.
TOP.60c3f7d6.000388c8	folder_config->shared_dir	.
TOP.60c3f7d6.000388c8	user_options->separator	:
TOP.60c3f7d6.000388c8	user_options->encoding_from	utf-8
TOP.60c3f7d6.000388c8	user_options->encoding_to	utf-8
TOP.60c3f7d6.000388c8	user_options->outfile	C:\Users\Nico\Desktop\Tarea4-Cripto\outputCrackedHash\output1.txt
TOP.60c3f7d6.000388c8	user_options->rule_buf_l	:
TOP.60c3f7d6.000388c8	user_options->rule_buf_r	:
TOP.60c3f7d6.000388c8	user_options->session	hashcat
TOP.60c3f7d6.000388c8	user_options->limit	0
TOP.60c3f7d6.000388c8	user_options->skip	0
TOP.60c3f7d6.000388c8	user_options->attack_mode	0
TOP.60c3f7d6.000388c8	user_options->benchmark	0
TOP.60c3f7d6.000388c8	user_options->benchmark_all	0
TOP.60c3f7d6.000388c8	user_options->bitmap_max	18
TOP.60c3f7d6.000388c8	user_options->bitmap_min	16
TOP.60c3f7d6.000388c8	user_options->debug_mode	0
TOP.60c3f7d6.000388c8	user_options->hash_info	0
TOP.60c3f7d6.000388c8	user_options->force	1
TOP.60c3f7d6.000388c8	user_options->hwmon_disable	0
TOP.60c3f7d6.000388c8	user_options->hwmon_temp_abort	90
TOP.60c3f7d6.000388c8	user_options->hash_mode	0
TOP.60c3f7d6.000388c8	user_options->hex_charset	0
TOP.60c3f7d6.000388c8	user_options->hex_salt	0
TOP.60c3f7d6.000388c8	user_options->hex_wordlist	0
TOP.60c3f7d6.000388c8	user_options->hook_threads	8
TOP.60c3f7d6.000388c8	user_options->increment	0
TOP.60c3f7d6.000388c8	user_options->increment_max	256
TOP.60c3f7d6.000388c8	user_options->increment_min	1
TOP.60c3f7d6.000388c8	user_options->keep_guessing	0
TOP.60c3f7d6.000388c8	user_options->kernel_accel	0
TOP.60c3f7d6.000388c8	user_options->kernel_loops	0
TOP.60c3f7d6.000388c8	user_options->kernel_threads	0
TOP.60c3f7d6.000388c8	user_options->keyspace	0
TOP.60c3f7d6.000388c8	user_options->left	0
TOP.60c3f7d6.000388c8	user_options->logfile_disable	0
TOP.60c3f7d6.000388c8	user_options->loopback	0
TOP.60c3f7d6.000388c8	user_options->machine_readable	0
TOP.60c3f7d6.000388c8	user_options->markov_classic	0
TOP.60c3f7d6.000388c8	user_options->markov_disable	0
TOP.60c3f7d6.000388c8	user_options->markov_threshold	256
TOP.60c3f7d6.000388c8	user_options->backend_info	0
TOP.60c3f7d6.000388c8	user_options->backend_vector_width	0
TOP.60c3f7d6.000388c8	user_options->optimized_kernel_enable	0
TOP.60c3f7d6.000388c8	user_options->outfile_autohex	1
TOP.60c3f7d6.000388c8	user_options->outfile_check_timer	5
TOP.60c3f7d6.000388c8	user_options->outfile_format	3
TOP.60c3f7d6.000388c8	user_options->wordlist_autohex_disable	0
TOP.60c3f7d6.000388c8	user_options->potfile_disable	0
TOP.60c3f7d6.000388c8	user_options->progress_only	0
TOP.60c3f7d6.000388c8	user_options->quiet	0
TOP.60c3f7d6.000388c8	user_options->remove	0
TOP.60c3f7d6.000388c8	user_options->remove_timer	60
TOP.60c3f7d6.000388c8	user_options->restore	0
TOP.60c3f7d6.000388c8	user_options->restore_disable	0
TOP.60c3f7d6.000388c8	user_options->restore_timer	60
TOP.60c3f7d6.000388c8	user_options->rp_files_cnt	0
TOP.60c3f7d6.000388c8	user_options->rp_gen	0
TOP.60c3f7d6.000388c8	user_options->rp_gen_func_max	4
TOP.60c3f7d6.000388c8	user_options->rp_gen_func_min	1
TOP.60c3f7d6.000388c8	user_options->rp_gen_seed	0
TOP.60c3f7d6.000388c8	user_options->runtime	0
TOP.60c3f7d6.000388c8	user_options->scrypt_tmto	0
TOP.60c3f7d6.000388c8	user_options->segment_size	33554432
TOP.60c3f7d6.000388c8	user_options->self_test_disable	0
TOP.60c3f7d6.000388c8	user_options->slow_candidates	0
TOP.60c3f7d6.000388c8	user_options->show	0
TOP.60c3f7d6.000388c8	user_options->speed_only	0
TOP.60c3f7d6.000388c8	user_options->spin_damp	0
TOP.60c3f7d6.000388c8	user_options->status	0
TOP.60c3f7d6.000388c8	user_options->status_json	0
TOP.60c3f7d6.000388c8	user_options->status_timer	10
TOP.60c3f7d6.000388c8	user_options->stdout_flag	0
TOP.60c3f7d6.000388c8	user_options->usage	0
TOP.60c3f7d6.000388c8	user_options->username	0
TOP.60c3f7d6.000388c8	user_options->veracrypt_pim_start	485
TOP.60c3f7d6.000388c8	user_options->veracrypt_pim_stop	485
TOP.60c3f7d6.000388c8	user_options->version	0
TOP.60c3f7d6.000388c8	user_options->workload_profile	2
TOP.60c3f7d6.000388c8	user_options->brain_client	0
TOP.60c3f7d6.000388c8	user_options->brain_client_features	2
TOP.60c3f7d6.000388c8	user_options->brain_server	0
TOP.60c3f7d6.000388c8	user_options->brain_server_timer	300
TOP.60c3f7d6.000388c8	user_options->brain_port	6863
TOP.60c3f7d6.000388c8	user_options->brain_session	0
TOP.60c3f7d6.000388c8	hashes->hashfile	c:\Users\Nico\Desktop\Tarea4-Cripto\hashes\archivo_1
TOP.60c3f7d6.000388c8	hashes->hashlist_mode	5
TOP.60c3f7d6.000388c8	hashes->hashlist_format	0
TOP.60c3f7d6.000388c8	hashes->hashes_cnt	0
TOP.60c3f7d6.000388c8	hashes->digests_cnt	1000
TOP.60c3f7d6.000388c8	hashes->digests_done	0
TOP.60c3f7d6.000388c8	hashes->salts_cnt	1
TOP.60c3f7d6.000388c8	hashes->salts_done	0
TOP.60c3f7d6.000388c8	SUB.60c3f7d6.000778d2	START
TOP.60c3f7d6.000388c8	SUB.60c3f7d6.000778d2	straight_ctx->dict	c:\Users\Nico\Desktop\Tarea4-Cripto\diccionario\diccionario_1.dict
TOP.60c3f7d6.000388c8	SUB.60c3f7d6.000778d2	runtime_start	1623455702
TOP.60c3f7d6.000388c8	SUB.60c3f7d6.000778d2	runtime_stop	1623455703
TOP.60c3f7d6.000388c8	SUB.60c3f7d6.000778d2	status-after-work	5
TOP.60c3f7d6.000388c8	SUB.60c3f7d6.000778d2	STOP
TOP.60c3f7d6.000388c8	SUB.60c3f7d7.0002343f	START
TOP.60c3f7d6.000388c8	SUB.60c3f7d7.0002343f	straight_ctx->dict	c:\Users\Nico\Desktop\Tarea4-Cripto\diccionario\diccionario_2.dict
TOP.60c3f7d6.000388c8	SUB.60c3f7d7.0002343f	runtime_start	1623455703
TOP.60c3f7d6.000388c8	SUB.60c3f7d7.0002343f	runtime_stop	1623455707
TOP.60c3f7d6.000388c8	SUB.60c3f7d7.0002343f	status-after-work	6
TOP.60c3f7d6.000388c8	SUB.60c3f7d7.0002343f	STOP
TOP.60c3f7d6.000388c8	proc_start	1623455702
TOP.60c3f7d6.000388c8	proc_stop	1623455707
TOP.60c3f7d6.000388c8	STOP
TOP.60c3fa49.000d7768	START
TOP.60c3fa49.000d7768	folder_config->cwd	C:\Users\Nico\Desktop\Tarea4-Cripto\hashcat-6.2.1
TOP.60c3fa49.000d7768	folder_config->install_dir	.
TOP.60c3fa49.000d7768	folder_config->profile_dir	.
TOP.60c3fa49.000d7768	folder_config->session_dir	.
TOP.60c3fa49.000d7768	folder_config->shared_dir	.
TOP.60c3fa49.000d7768	user_options->separator	:
TOP.60c3fa49.000d7768	user_options->encoding_from	utf-8
TOP.60c3fa49.000d7768	user_options->encoding_to	utf-8
TOP.60c3fa49.000d7768	user_options->outfile	C:\Users\Nico\Desktop\Tarea4-Cripto\outputCrackedHash\output2.txt
TOP.60c3fa49.000d7768	user_options->rule_buf_l	:
TOP.60c3fa49.000d7768	user_options->rule_buf_r	:
TOP.60c3fa49.000d7768	user_options->session	hashcat
TOP.60c3fa49.000d7768	user_options->limit	0
TOP.60c3fa49.000d7768	user_options->skip	0
TOP.60c3fa49.000d7768	user_options->attack_mode	0
TOP.60c3fa49.000d7768	user_options->benchmark	0
TOP.60c3fa49.000d7768	user_options->benchmark_all	0
TOP.60c3fa49.000d7768	user_options->bitmap_max	18
TOP.60c3fa49.000d7768	user_options->bitmap_min	16
TOP.60c3fa49.000d7768	user_options->debug_mode	0
TOP.60c3fa49.000d7768	user_options->hash_info	0
TOP.60c3fa49.000d7768	user_options->force	1
TOP.60c3fa49.000d7768	user_options->hwmon_disable	0
TOP.60c3fa49.000d7768	user_options->hwmon_temp_abort	90
TOP.60c3fa49.000d7768	user_options->hash_mode	10
TOP.60c3fa49.000d7768	user_options->hex_charset	0
TOP.60c3fa49.000d7768	user_options->hex_salt	0
TOP.60c3fa49.000d7768	user_options->hex_wordlist	0
TOP.60c3fa49.000d7768	user_options->hook_threads	8
TOP.60c3fa49.000d7768	user_options->increment	0
TOP.60c3fa49.000d7768	user_options->increment_max	256
TOP.60c3fa49.000d7768	user_options->increment_min	1
TOP.60c3fa49.000d7768	user_options->keep_guessing	0
TOP.60c3fa49.000d7768	user_options->kernel_accel	0
TOP.60c3fa49.000d7768	user_options->kernel_loops	0
TOP.60c3fa49.000d7768	user_options->kernel_threads	0
TOP.60c3fa49.000d7768	user_options->keyspace	0
TOP.60c3fa49.000d7768	user_options->left	0
TOP.60c3fa49.000d7768	user_options->logfile_disable	0
TOP.60c3fa49.000d7768	user_options->loopback	0
TOP.60c3fa49.000d7768	user_options->machine_readable	0
TOP.60c3fa49.000d7768	user_options->markov_classic	0
TOP.60c3fa49.000d7768	user_options->markov_disable	0
TOP.60c3fa49.000d7768	user_options->markov_threshold	256
TOP.60c3fa49.000d7768	user_options->backend_info	0
